489,-9,53
559,-39,26
515,-22,57
481,-28,65
390,44,100
523,-91,45
565,-52,61
518,-19,59
486,-48,78
513,13,52
564,-107,27
546,-40,56
487,-3,60
538,-71,38
544,-58,28
519,-47,59
482,8,54
503,-28,44
517,-18,41
528,-30,48
550,-15,89
440,-29,93
527,-84,39
572,-66,34
536,-99,54
570,-61,56
582,-97,34
570,-95,-1
421,-139,-9
477,-51,17
496,-81,63
508,-58,106
468,-100,51
571,-68,-9
522,-42,55
487,-62,48
476,-31,83
605,-5,46
553,-39,43
621,-25,43
589,-60,40
572,-78,51
459,-116,85
645,-78,18
673,-124,16
564,-70,51
634,-28,-1
509,-146,84
545,-46,52
655,-109,34
568,-74,64
558,-7,10
409,-137,61
482,-10,48
512,-15,31
561,-9,-11
512,88,18
420,-12,55
2200,592,779
361,-322,-458
584,-42,-75
708,49,82
593,336,-17
646,-98,101
1018,-82,52
733,-67,-44
498,-379,-217
860,-126,-47
651,-242,-179
252,-311,-147
-75,-158,-133
756,278,542
946,19,321
757,73,285
884,35,402
1065,-67,335
762,-159,44
682,-176,-74
703,-262,-151
591,-301,-412
526,-256,-374
601,-213,-213
642,-155,-210
625,-143,-171
602,-39,-55
602,92,27
601,55,65
694,-37,110
686,87,199
646,77,130
530,90,99
510,94,85
549,-7,88
644,-39,-4
659,-48,34
730,-43,3
770,-226,-120
857,-194,-131
889,-183,-124
947,-182,-50
1055,-184,-112
1047,-280,-170
1051,-302,-99
1111,-225,-94
1150,-249,-147
1193,-335,-138
1227,-309,-75
1252,-260,-41
1215,-217,-28
1182,-259,-4
1237,-200,-3
1224,-97,21
1192,-159,4
1191,-279,18
1112,-193,112
1075,-37,102
1040,-126,95
1047,-147,103
1011,-90,105
976,-79,73
1018,-77,66
1051,-137,84
1003,-136,85
981,-143,62
991,-108,52
1000,-30,109
1011,18,142
1040,-86,177
1075,-19,85
975,-85,91
1010,-114,131
1052,-83,169
844,68,67
841,-9,58
882,-78,59
895,-85,-4
870,-112,-58
838,-160,-4
870,-161,33
904,-51,0
888,30,-65
795,-109,-38
894,-126,-12
968,-13,-64
904,-56,-85
854,-111,-107
813,-70,-101
849,8,-27
864,-20,-40
850,-89,-76
845,-108,-89
871,-104,-63
958,-105,-50
1039,-156,-13
1041,-204,6
986,-132,-4
965,-64,1
965,-97,44
1009,-32,58
1066,-72,30
1094,-171,21
1048,-193,-13
1038,-213,6
1064,-239,35
1062,-231,47
1136,-125,-11
1086,-176,-16
1114,-165,18
1154,-96,-6
1161,-127,-55
1102,-251,-94
1112,-252,-20
1208,-147,10
1159,-223,-63
1154,-305,-66
1234,-219,-70
1294,-158,-51
1309,-205,14
1325,-164,-20
1228,-209,-86
1230,-254,-91
1288,-254,-99
1322,-280,-79
1423,-299,-102
1447,-286,-158
1431,-385,-135
1474,-236,-190
1514,-239,-147
1452,-197,-156
1411,-48,-180
1241,-9,-140
1185,0,-64
1027,125,-95
863,52,-69
861,-26,34
980,-69,122
1390,80,206
1365,37,221
1325,166,161
1153,206,19
1002,59,54
997,-16,135
1071,17,80
1062,-31,-63
1029,-131,-167
1091,-176,-250
994,-25,-254
1012,-252,11
1274,-241,121
1379,148,-46
1287,223,-216
1157,142,-206
1053,55,-47
1046,-63,139
1058,-76,106
1121,-194,4
1258,-303,64
1345,-248,91
1263,-181,162
1230,-71,254
1310,128,275
1276,339,94
1189,490,128
1152,359,268
1176,287,351
1117,164,382
1063,132,251
1026,8,120
1063,-62,196
1197,-22,268
1179,150,154
1091,259,-61
996,340,-157
979,252,5
1161,45,162
1035,-304,-46
586,-714,77
903,-325,96
1219,-1,-2
1078,-121,-24
1183,41,-51
1273,250,-46
1326,115,27
1481,38,195
1508,108,213
1398,55,112
1364,-126,-20
1269,-227,-49
1228,-170,-42
1251,-40,2
1213,6,71
1084,-69,84
865,71,-39
1033,133,83
1117,96,150
1011,133,160
881,120,78
795,72,1
809,23,41
955,-11,182
1053,-26,197
988,-120,85
942,-117,130
1075,86,69
1002,181,43
876,146,87
878,170,75
796,237,44
791,171,21
798,65,-16
772,43,49
899,-9,109
963,-118,112
966,-172,56
956,-176,0
1015,13,6
1098,124,-33
964,1,-49
854,-21,-105
771,-84,-121
825,-23,-74
922,37,-105
904,-71,-136
812,-102,-127
681,-86,-153
661,-61,-77
728,-81,-67
679,-81,-53
728,15,-77
699,116,-153
557,-28,-129
593,-19,78
678,237,84
582,-42,-3
538,-222,93
743,143,148
792,194,100
702,8,50
713,-17,-2
764,77,-50
759,154,-80
703,91,-6
684,-23,69
684,4,23
588,46,-80
506,-138,-116
581,-128,-74
659,48,-22
754,-37,40
797,-119,-10
746,-46,-91
760,-22,-139
823,-136,-74
915,-92,-19
899,-36,-44
822,-7,-77
809,40,-176
656,-61,-194
612,-109,-94
657,-17,-57
604,-44,-109
579,-138,-186
636,-96,-160
735,17,-94
772,6,-27
730,-97,-20
691,-112,-75
678,-14,-115
722,93,-107
806,72,-55
843,-43,-21
811,-49,-7
779,43,-71
735,-28,-76
758,-97,-33
833,-32,-51
777,-31,-64
754,-77,-31
825,70,-50
802,113,-60
802,-40,-45
779,-68,-29
777,54,-28
762,6,-17
742,-93,13
763,-27,-14
804,-72,68
859,132,222
644,470,235
-128,408,20
-794,173,-415
-714,218,-522
236,279,-205
730,346,186
433,414,115
29,261,-151
-221,102,-221
-405,219,-127
-435,281,-69
-412,169,-76
-518,237,-202
-741,393,-306
-759,361,-297
-641,347,-198
-617,494,-199
-745,523,-256
-820,434,-241
-772,511,-243
-723,587,-217
-621,602,-167
-445,603,-159
-353,554,-163
-225,527,-171
-82,497,-161
38,479,-134
168,496,-131
283,472,-115
398,481,-117
514,500,-128
569,426,-171
587,340,-192
644,267,-186
702,216,-176
709,214,-186
737,151,-226
739,126,-241
623,152,-256
558,171,-272
538,217,-281
452,321,-339
328,501,-423
192,807,-529
41,1139,-637
-164,1194,-663
-341,1252,-595
-488,1234,-611
-801,954,-510
-792,1069,-491
-797,1334,-513
-750,1388,-372
-180,1531,-263
363,1624,-267
521,1256,-223
438,1046,8
578,1460,22
351,1334,-190
-161,659,-107
-157,743,-111
-190,1114,-165
-268,756,-48
-87,544,87
56,775,-26
-96,518,81
-3,308,190
161,403,135
129,274,253
295,321,328
500,418,245
543,249,381
756,442,381
838,576,398
988,713,435
857,755,460
828,799,445
799,854,401
736,896,421
738,937,355
633,950,369
593,966,339
512,985,338
493,1004,311
410,950,315
420,947,306
420,1004,303
401,1016,313
407,1022,280
348,1011,255
308,953,225
297,885,214
315,845,208
334,806,190
338,749,171
356,708,155
378,693,141
399,673,127
415,638,113
438,613,85
459,593,70
477,567,48
484,553,34
491,534,16
479,519,-4
462,486,-37
365,423,-86
323,408,-108
280,391,-115
246,391,-124
214,386,-132
172,367,-143
121,360,-163
92,365,-174
67,360,-185
30,342,-189
3,344,-200
-23,352,-210
-48,354,-214
-58,358,-226
-61,364,-225
-48,379,-224
-31,383,-229
-17,380,-237
-1,383,-236
18,384,-235
37,391,-236
51,395,-240
60,395,-242
79,399,-238
96,399,-237
117,404,-232
119,409,-225
113,408,-224
108,408,-220
111,404,-214
107,401,-209
107,398,-202
108,389,-191
115,388,-187
118,384,-181
119,374,-177
123,370,-170
136,365,-159
142,352,-156
148,353,-153
160,343,-149
171,345,-144
181,337,-137
197,331,-134
220,312,-124
241,312,-117
248,306,-112
263,292,-110
274,295,-104
291,288,-99
301,287,-92
312,278,-85
321,274,-77
330,271,-75
336,275,-69
343,271,-68
346,270,-65
352,270,-55
352,265,-47
354,264,-42
361,266,-44
354,271,-35
358,272,-40
357,272,-35
357,272,-31
356,276,-28
359,275,-27
356,281,-23
354,284,-25
353,283,-26
355,291,-19
354,292,-20
355,297,-22
350,298,-21
351,295,-22
355,296,-26
355,294,-25
360,296,-25
363,291,-32
364,295,-37
368,288,-41
369,291,-47
362,290,-52
363,292,-55
367,290,-62
371,293,-69
372,289,-73
373,286,-79
367,288,-85
363,288,-96
364,283,-108
361,284,-111
360,283,-116
365,279,-120
369,276,-121
372,273,-125
372,271,-133
371,270,-138
379,264,-137
380,257,-148
380,254,-148
386,251,-148
390,245,-151
395,240,-154
396,236,-156
402,231,-153
