-578,494,-140
-632,500,-269
-688,541,-267
-538,582,-256
-354,582,-244
-228,570,-217
-142,562,-230
-48,534,-257
9,455,-279
219,-7,-172
723,-20,-115
1107,38,-199
1157,30,-212
991,-107,-219
888,-340,-236
995,-436,-276
1287,-170,-290
1153,-192,-300
1009,-195,-303
950,-94,-309
975,53,-322
959,219,-306
905,491,-352
697,810,-434
347,1227,-489
-8,1716,-613
-515,2063,-705
-1105,2205,-778
-1427,2189,-871
-1495,2079,-849
-1400,2088,-700
-1055,2114,-626
-788,2047,-579
-759,1911,-548
-914,1878,-443
-1250,1811,-299
-1245,1487,-272
-1287,1175,-230
-1260,994,-108
-995,840,-98
-806,686,-51
-613,553,26
-109,516,-6
337,466,33
762,490,100
1002,531,113
1224,335,186
1428,227,214
1568,317,240
1663,420,266
1504,523,292
1331,438,275
1166,325,242
1036,288,224
933,339,213
836,416,219
730,446,216
594,425,209
435,400,179
135,410,132
58,428,127
46,447,129
73,473,130
93,496,141
99,514,146
114,530,148
145,536,140
188,544,145
246,557,148
308,559,153
371,552,163
439,540,163
491,526,171
530,509,171
554,491,165
577,471,161
582,447,153
579,421,149
565,396,138
552,359,127
543,332,115
523,310,107
494,295,90
342,263,16
316,260,3
138,326,-73
116,337,-85
88,344,-91
71,350,-99
53,360,-103
29,377,-122
8,382,-127
-12,392,-137
-24,392,-142
-38,400,-148
-43,406,-153
-48,411,-157
-43,416,-166
-36,414,-170
-36,414,-170
-26,416,-178
-8,415,-176
20,416,-178
37,412,-177
52,409,-178
69,403,-173
92,398,-172
127,394,-165
143,387,-160
150,378,-156
169,372,-157
184,357,-150
187,337,-138
186,323,-133
196,319,-131
215,320,-130
222,314,-116
218,309,-107
170,280,-87
168,278,-88
161,275,-89
148,276,-92
152,278,-92
158,274,-87
171,277,-80
179,274,-83
180,279,-82
188,277,-85
191,273,-83
202,279,-84
254,254,-79
259,248,-84
256,242,-83
264,233,-81
266,235,-77
277,228,-76
281,220,-80
278,220,-79
277,215,-80
277,210,-76
280,209,-76
276,210,-76
258,189,-78
262,185,-82
258,184,-80
252,186,-77
244,183,-83
242,181,-88
242,185,-84
238,182,-84
239,181,-83
231,178,-92
229,175,-98
227,172,-97
236,168,-99
242,169,-98
253,171,-92
258,167,-92
259,165,-85
276,159,-87
278,161,-81
294,157,-76
302,164,-70
295,166,-68
287,165,-73
286,153,-72
311,159,-57
316,164,-53
330,160,-43
340,164,-44
339,165,-34
349,160,-32
355,158,-28
367,160,-25
374,169,-25
376,165,-23
367,158,-20
370,153,-22
374,147,-17
383,140,-12
388,141,-14
389,139,-14
394,133,-13
390,133,-20
399,126,-16
405,125,-11
409,119,-11
414,110,-8
428,102,-7
430,94,-12
437,93,-14
447,89,-12
459,82,-10
466,81,-5
462,48,-10
467,39,-10
476,33,-7
467,12,-10
467,13,-7
477,4,3
481,7,3
471,0,0
475,-2,-2
486,-4,6
497,-7,10
493,-7,15
487,-11,15
485,-19,19
490,-22,20
489,-23,27
505,-25,34
508,-28,42
521,-28,47
523,-32,53
521,-33,53
529,-37,63
541,-32,69
552,-39,77
558,-41,87
563,-42,90
574,-42,102
581,-39,109
586,-37,119
592,-43,129
605,-51,139
610,-49,144
607,-47,150
612,-45,157
632,-46,164
636,-46,176
633,-43,181
632,-40,190
634,-39,195
644,-39,206
653,-36,219
659,-34,227
664,-35,235
666,-37,242
674,-39,253
682,-32,258
692,-29,270
696,-32,275
712,-30,295
726,-27,300
728,-22,305
735,-22,313
739,-21,323
756,-26,336
769,-19,349
773,-18,352
772,-15,359
791,-20,366
796,-18,379
804,-15,389
812,-15,394
812,-14,396
818,-15,401
819,-22,406
824,-19,413
833,-18,417
838,-23,423
840,-26,431
839,-30,433
852,-34,435
858,-31,438
857,-35,446
853,-50,453
854,-51,453
863,-53,454
854,-60,436
852,-62,437
860,-64,439
869,-100,443
855,-111,433
861,-103,432
865,-108,433
875,-120,420
891,-131,408
883,-124,415
864,-138,410
842,-167,413
818,-190,375
797,-170,367
797,-201,344
801,-209,340
789,-227,334
763,-244,323
744,-253,313
740,-255,302
741,-255,294
750,-256,291
755,-268,279
749,-273,270
739,-273,260
728,-280,249
725,-277,238
721,-275,225
711,-280,186
699,-290,172
694,-292,162
689,-285,154
684,-289,145
682,-287,140
679,-293,136
681,-295,129
679,-290,116
677,-292,113
675,-291,112
672,-291,102
674,-291,105
681,-296,98
683,-299,101
691,-298,103
693,-296,102
729,-299,122
736,-298,132
751,-300,138
758,-305,142
768,-311,152
779,-307,156
792,-306,165
807,-311,172
818,-318,180
826,-319,191
835,-325,201
850,-323,207
849,-322,210
859,-329,219
868,-336,221
876,-340,224
887,-343,230
892,-342,236
893,-346,240
895,-351,242
895,-357,246
899,-371,246
882,-420,249
882,-426,249
889,-431,248
888,-439,249
881,-440,245
883,-443,238
882,-452,235
881,-464,232
874,-462,230
864,-470,226
868,-479,221
865,-484,217
858,-491,207
852,-497,202
847,-501,197
845,-503,178
845,-494,173
852,-483,176
871,-514,169
851,-567,176
825,-593,181
833,-586,169
842,-562,166
843,-547,170
847,-573,158
828,-594,145
796,-586,148
772,-577,145
756,-581,139
732,-592,132
713,-599,121
698,-592,117
698,-592,120
712,-592,129
715,-606,131
731,-625,134
742,-623,141
754,-625,137
759,-627,136
763,-629,139
775,-632,142
783,-636,138
791,-630,139
794,-626,141
794,-627,140
809,-634,141
814,-634,142
818,-636,145
826,-632,146
829,-663,156
825,-668,154
813,-674,157
815,-675,149
808,-667,147
805,-671,153
799,-673,149
794,-682,148
799,-672,148
796,-677,147
795,-683,143
796,-688,141
794,-691,141
795,-697,138
799,-701,134
804,-702,135
797,-707,135
791,-713,133
786,-715,120
785,-711,121
771,-716,110
762,-722,107
763,-722,100
753,-725,101
742,-729,89
735,-725,82
732,-721,63
733,-699,49
759,-686,62
787,-725,56
748,-792,64
711,-822,74
741,-792,64
768,-754,69
768,-752,79
780,-783,60
754,-802,37
689,-776,38
665,-749,30
631,-768,20
610,-786,7
579,-785,6
575,-782,2
575,-773,0
574,-795,9
560,-877,173
1253,-1655,624
5080,-3058,376
3258,-1777,-96
-365,943,1099
3263,-755,-320
1188,-1097,-1284
-2827,-641,503
1915,-2546,-456
2809,-610,55
495,-328,770
789,-381,-792
-1295,-1086,-20
-1096,-1099,314
1302,-1952,-1059
40,-812,525
189,-1042,1412
3032,-1950,-1593
5,249,302
-1539,-856,1892
3231,-1435,-1676
1060,-264,-175
-3065,-735,1176
1933,-1411,-721
2646,-773,-314
-891,-845,1131
1570,-784,-157
-601,-849,399
-602,-306,-78
487,-1291,-188
551,-1637,-898
-788,-454,766
360,-991,1100
2933,-1329,-1868
-272,-457,403
-2661,-95,1158
3822,-1655,-437
2279,-1960,-1683
-3795,227,1522
-303,-831,1603
5596,-1812,-3052
-795,-991,148
-5049,747,1753
1697,-1605,-672
5638,-2126,-2447
-2076,-254,2215
-3241,-324,1145
3795,-1389,-2330
3793,-1900,-652
-2267,207,2466
-2678,-598,-354
5066,-2438,-2465
2019,-2062,883
-1990,727,2053
-1589,796,-1441
4129,-1775,-2084
988,-1610,1963
-1641,17,1472
-770,84,-1262
3531,-2269,-2166
832,-3059,1847
-2658,20,1459
664,1543,485
6212,-2249,-939
2863,-5106,-62
-5530,-660,1132
-2877,3889,-1062
5869,360,2778
8018,-5514,-868
-5127,-6532,-978
-6686,4031,-1082
100,7551,778
7735,-1130,5222
5539,-7902,-1032
-7621,-6297,-3966
-6189,6066,-2141
3621,8191,2292
8111,-600,5934
6303,-8184,-1062
-7160,-6930,-3965
-6321,4953,-1993
